x,y,dy/dx,state
0,50,-0.42,Cooling
1,49.58,-0.41369999999999996,Cooling
2,49.1663,-0.4074945,Cooling
3,48.7588055,-0.4013820825,Cooling
4,48.3574234175,-0.3953613512625,Cooling
5,47.9620620662375,-0.3894309309935625,Cooling
6,47.57263113524394,-0.38358946702865904,Cooling
7,47.18904166821528,-0.3778356250232292,Cooling
8,46.81120604319205,-0.37216809064788076,Cooling
9,46.43903795254417,-0.3665855692881625,Cooling
10,46.07245238325601,-0.36108678574884007,Cooling
11,45.71136559750717,-0.35567048396260753,Cooling
12,45.35569511354456,-0.3503354267031684,Cooling
13,45.005359686841395,-0.3450803953026209,Cooling
14,44.66027929153877,-0.33990418937308153,Cooling
15,44.32037510216569,-0.33480562653248536,Cooling
16,43.985569475633206,-0.32978354213449806,Cooling
17,43.655785933498706,-0.3248367890024806,Cooling
18,43.33094914449622,-0.3199642371674433,Cooling
19,43.01098490732878,-0.3151647736099317,Cooling
20,42.695820133718854,-0.3104373020057828,Cooling
21,42.38538283171307,-0.3057807424756961,Cooling
22,42.079602089237376,-0.30119403133856065,Cooling
23,41.778408057898815,-0.2966761208684822,Cooling
24,41.48173193703033,-0.292225979055455,Cooling
25,41.18950595797488,-0.2878425893696232,Cooling
26,40.901663368605256,-0.28352495052907883,Cooling
27,40.61813841807618,-0.27927207627114264,Cooling
28,40.33886634180504,-0.27508299512707557,Cooling
29,40.06378334667796,-0.27095675020016935,Cooling
30,39.79282659647779,-0.2668923989471668,Cooling
31,39.525934197530624,-0.26288901296295936,Cooling
32,39.263045184567666,-0.25894567776851496,Cooling
33,39.00409950679915,-0.25506149260198724,Cooling
34,38.74903801419716,-0.2512355702129574,Cooling
35,38.497802443984206,-0.24746703665976308,Cooling
36,38.25033540732444,-0.24375503110986663,Cooling
37,38.00658037621458,-0.24009870564321867,Cooling
38,37.76648167057136,-0.23649722505857038,Cooling
39,37.52998444551279,-0.23294976668269182,Cooling
40,37.297034678830094,-0.2294555201824514,Cooling
41,37.067579158647646,-0.2260136873797147,Cooling
42,36.841565471267934,-0.222623482069019,Cooling
43,36.618941989198916,-0.21928412983798373,Cooling
44,36.399657859360936,-0.21599486789041403,Cooling
45,36.18366299147052,-0.2127549448720578,Cooling
46,35.97090804659846,-0.20956362069897688,Cooling
47,35.76134442589948,-0.2064201663884922,Cooling
48,35.55492425951099,-0.20332386389266485,Cooling
49,35.35160039561833,-0.20027400593427488,Cooling
50,35.15132638968405,-0.19726989584526075,Cooling
51,34.95405649383879,-0.19431084740758187,Cooling
52,34.75974564643121,-0.19139618469646819,Cooling
53,34.56834946173475,-0.18852524192602121,Cooling
54,34.379824219808725,-0.18569736329713088,Cooling
55,34.194126856511595,-0.18291190284767392,Cooling
56,34.011214953663924,-0.18016822430495885,Cooling
57,33.83104672935897,-0.1774657009403845,Cooling
58,33.653581028418586,-0.1748037154262788,Cooling
59,33.47877731299231,-0.17218165969488458,Cooling
60,33.30659565329742,-0.1695989347994613,Cooling
61,33.13699671849796,-0.1670549507774694,Cooling
62,32.96994176772049,-0.1645491265158074,Cooling
63,32.80539264120468,-0.16208088961807024,Cooling
64,32.643311751586616,-0.15964967627379922,Cooling
65,32.483662075312814,-0.15725493112969222,Cooling
66,32.32640714418312,-0.15489610716274682,Cooling
67,32.17151103702037,-0.1525726655553056,Cooling
68,32.01893837146507,-0.15028407557197604,Cooling
69,31.868654295893094,-0.1480298144383964,Cooling
70,31.7206244814547,-0.14580936722182047,Cooling
71,31.57481511423288,-0.1436222267134932,Cooling
72,31.431192887519387,-0.1414678933127908,Cooling
73,31.289724994206598,-0.13934587491309897,Cooling
74,31.150379119293497,-0.13725568678940245,Cooling
75,31.013123432504095,-0.13519685148756141,Cooling
76,30.877926581016535,-0.133168898715248,Cooling
77,30.744757682301287,-0.1311713652345193,Cooling
78,30.61358631706677,-0.12920379475600152,Cooling
79,30.484382522310767,-0.1272657378346615,Cooling
80,30.357116784476105,-0.12535675176714156,Cooling
81,30.231760032708962,-0.12347640049063442,Cooling
82,30.108283632218328,-0.12162425448327491,Cooling
83,29.98665937773505,-0.11979989066602577,Cooling
84,29.866859487069025,-0.11800289230603538,Cooling
85,29.74885659476299,-0.11623284892144486,Cooling
86,29.632623745841546,-0.11448935618762318,Cooling
87,29.518134389653923,-0.11277201584480884,Cooling
88,29.405362373809115,-0.11108043560713672,Cooling
89,29.29428193820198,-0.1094142290730297,Cooling
90,29.18486770912895,-0.10777301563693427,Cooling
91,29.07709469349202,-0.10615642040238027,Cooling
92,28.970938273089637,-0.10456407409634455,Cooling
93,28.86637419899329,-0.10299561298489937,Cooling
94,28.763378586008393,-0.1014506787901259,Cooling
95,28.661927907218267,-0.099928918608274,Cooling
96,28.561998988609993,-0.09842998482914989,Cooling
97,28.463569003780844,-0.09695353505671266,Cooling
98,28.36661546872413,-0.09549923203086196,Cooling
99,28.27111623669327,-0.09406674355039905,Cooling
100,28.17704949314287,-0.09265574239714305,Cooling
101,28.08439375074573,-0.09126590626118593,Cooling
102,27.993127844484544,-0.08989691766726815,Cooling
103,27.903230926817276,-0.08854846390225914,Cooling
104,27.814682462915016,-0.08722023694372524,Cooling
105,27.72746222597129,-0.08591193338956936,Cooling
106,27.641550292581723,-0.08462325438872584,Cooling
107,27.556927038192995,-0.08335390557289493,Cooling
108,27.4735731326201,-0.08210359698930149,Cooling
109,27.391469535630797,-0.08087204303446195,Cooling
110,27.310597492596337,-0.07965896238894504,Cooling
111,27.230938530207393,-0.07846407795311089,Cooling
112,27.152474452254282,-0.07728711678381422,Cooling
113,27.075187335470467,-0.076127810032057,Cooling
114,26.999059525438412,-0.07498589288157617,Cooling
115,26.924073632556837,-0.07386110448835255,Cooling
116,26.850212528068486,-0.07275318792102728,Cooling
117,26.77745934014746,-0.07166189010221188,Cooling
118,26.705797450045246,-0.07058696175067869,Cooling
119,26.635210488294568,-0.06952815732441851,Cooling
120,26.565682330970148,-0.06848523496455222,Cooling
121,26.497197096005596,-0.06745795644008394,Cooling
122,26.429739139565513,-0.06644608709348268,Cooling
123,26.36329305247203,-0.06544939578708046,Cooling
124,26.29784365668495,-0.06446765485027425,Cooling
